Артикул;Название;Номенклaтурa;Баркод;ТМ;05-April-2021;06-April-2021;07-April-2021;08-April-2021;09-April-2021;10-April-2021;11-April-2021;12-April-2021;13-April-2021;14-April-2021;15-April-2021;16-April-2021;17-April-2021;18-April-2021;19-April-2021;20-April-2021;21-April-2021;22-April-2021;23-April-2021;24-April-2021;25-April-2021;26-April-2021;27-April-2021;28-April-2021;29-April-2021;30-April-2021;01-May-2021;02-May-2021;03-May-2021;04-May-2021;05-May-2021;06-May-2021;07-May-2021;08-May-2021;09-May-2021;10-May-2021;11-May-2021;12-May-2021;13-May-2021;14-May-2021;15-May-2021;16-May-2021;17-May-2021;18-May-2021;19-May-2021;20-May-2021;21-May-2021;22-May-2021;23-May-2021;24-May-2021;25-May-2021;26-May-2021;27-May-2021;28-May-2021;29-May-2021;30-May-2021;31-May-2021;01-June-2021;02-June-2021;03-June-2021;04-June-2021;05-June-2021;06-June-2021;07-June-2021;08-June-2021;09-June-2021;10-June-2021;11-June-2021;12-June-2021;13-June-2021;14-June-2021;15-June-2021;16-June-2021;17-June-2021;18-June-2021;19-June-2021;20-June-2021;21-June-2021;22-June-2021;23-June-2021;24-June-2021;25-June-2021;26-June-2021;27-June-2021;28-June-2021;29-June-2021;30-June-2021;01-July-2021;02-July-2021;03-July-2021;04-July-2021;05-July-2021;06-July-2021;07-July-2021;08-July-2021;09-July-2021;10-July-2021;11-July-2021;12-July-2021;13-July-2021;14-July-2021;15-July-2021;16-July-2021;17-July-2021;18-July-2021;19-July-2021;20-July-2021;21-July-2021;22-July-2021;23-July-2021;24-July-2021;25-July-2021;26-July-2021;27-July-2021;28-July-2021;29-July-2021;30-July-2021;31-July-2021;01-August-2021;02-August-2021;03-August-2021;04-August-2021;05-August-2021;06-August-2021;07-August-2021;08-August-2021;09-August-2021;10-August-2021;11-August-2021;12-August-2021;13-August-2021;14-August-2021;15-August-2021;16-August-2021;17-August-2021;18-August-2021;19-August-2021;20-August-2021;21-August-2021;22-August-2021;23-August-2021;24-August-2021;25-August-2021;26-August-2021;27-August-2021;28-August-2021;29-August-2021;30-August-2021;31-August-2021;01-September-2021;02-September-2021;03-September-2021;04-September-2021;05-September-2021;06-September-2021;07-September-2021;08-September-2021;09-September-2021;10-September-2021;11-September-2021;12-September-2021;13-September-2021;14-September-2021;15-September-2021;16-September-2021;17-September-2021;18-September-2021;19-September-2021;20-September-2021;21-September-2021;22-September-2021;23-September-2021;24-September-2021;25-September-2021;26-September-2021;27-September-2021;28-September-2021;29-September-2021;30-September-2021;01-October-2021;02-October-2021;03-October-2021;04-October-2021;05-October-2021;06-October-2021;07-October-2021;08-October-2021;09-October-2021;10-October-2021;11-October-2021;12-October-2021;13-October-2021;14-October-2021;15-October-2021;16-October-2021;17-October-2021;18-October-2021;19-October-2021;20-October-2021;21-October-2021;22-October-2021;23-October-2021;24-October-2021;25-October-2021;26-October-2021;27-October-2021;28-October-2021;29-October-2021;30-October-2021;31-October-2021;01-November-2021;02-November-2021;03-November-2021;04-November-2021;05-November-2021;06-November-2021;07-November-2021;08-November-2021;09-November-2021;10-November-2021;11-November-2021;12-November-2021;13-November-2021;14-November-2021;15-November-2021;16-November-2021;17-November-2021;18-November-2021;19-November-2021;20-November-2021;21-November-2021;22-November-2021;23-November-2021;24-November-2021;25-November-2021;26-November-2021;27-November-2021;28-November-2021;29-November-2021;30-November-2021;01-December-2021;02-December-2021;03-December-2021;04-December-2021;05-December-2021;06-December-2021;07-December-2021;08-December-2021;09-December-2021;10-December-2021;11-December-2021;12-December-2021;13-December-2021;14-December-2021;15-December-2021;16-December-2021;17-December-2021;18-December-2021;19-December-2021;20-December-2021;21-December-2021;22-December-2021;23-December-2021;24-December-2021;25-December-2021;26-December-2021;27-December-2021;28-December-2021;29-December-2021;30-December-2021;31-December-2021;01-January-2022;02-January-2022;03-January-2022;04-January-2022;05-January-2022;06-January-2022;07-January-2022;08-January-2022;09-January-2022;10-January-2022;11-January-2022;12-January-2022;13-January-2022;14-January-2022;15-January-2022;16-January-2022;17-January-2022;18-January-2022;19-January-2022;20-January-2022;21-January-2022;22-January-2022;23-January-2022;24-January-2022;25-January-2022;26-January-2022;27-January-2022;28-January-2022;29-January-2022;30-January-2022;31-January-2022;01-February-2022;02-February-2022;03-February-2022;04-February-2022;05-February-2022;06-February-2022;07-February-2022;08-February-2022;09-February-2022;10-February-2022;11-February-2022;12-February-2022;13-February-2022;14-February-2022;15-February-2022;16-February-2022;17-February-2022;18-February-2022;19-February-2022;20-February-2022;21-February-2022;22-February-2022;23-February-2022;24-February-2022;25-February-2022;26-February-2022;27-February-2022;28-February-2022;01-March-2022;02-March-2022;03-March-2022;04-March-2022;05-March-2022;06-March-2022;07-March-2022;08-March-2022;09-March-2022;10-March-2022;11-March-2022;12-March-2022;13-March-2022;14-March-2022;15-March-2022;16-March-2022;17-March-2022;18-March-2022;19-March-2022;20-March-2022;21-March-2022;22-March-2022;23-March-2022;24-March-2022;25-March-2022;26-March-2022;27-March-2022;28-March-2022;29-March-2022;30-March-2022;31-March-2022;01-April-2022;02-April-2022;03-April-2022;04-April-2022;05-April-2022;06-April-2022;07-April-2022;08-April-2022;09-April-2022;10-April-2022;11-April-2022;12-April-2022;13-April-2022;14-April-2022;15-April-2022;16-April-2022;17-April-2022;18-April-2022;19-April-2022;20-April-2022;21-April-2022;22-April-2022;23-April-2022;24-April-2022;25-April-2022;26-April-2022;27-April-2022;28-April-2022;29-April-2022;30-April-2022;01-May-2022;02-May-2022;03-May-2022;04-May-2022;05-May-2022;06-May-2022;07-May-2022;08-May-2022;09-May-2022;10-May-2022;11-May-2022;12-May-2022;13-May-2022;14-May-2022;15-May-2022;16-May-2022;17-May-2022;18-May-2022;19-May-2022;20-May-2022;21-May-2022;22-May-2022;23-May-2022;24-May-2022;25-May-2022;26-May-2022;27-May-2022;28-May-2022;29-May-2022;30-May-2022;31-May-2022;01-June-2022;02-June-2022;03-June-2022;04-June-2022;05-June-2022;06-June-2022;07-June-2022;08-June-2022;09-June-2022;10-June-2022;11-June-2022;12-June-2022;13-June-2022;14-June-2022;15-June-2022;16-June-2022;17-June-2022;18-June-2022;19-June-2022;20-June-2022;21-June-2022;22-June-2022;23-June-2022;24-June-2022;25-June-2022;26-June-2022;27-June-2022;28-June-2022;29-June-2022;30-June-2022;01-July-2022;02-July-2022;03-July-2022;04-July-2022;05-July-2022;06-July-2022;07-July-2022;08-July-2022;09-July-2022;10-July-2022;11-July-2022;12-July-2022;13-July-2022;14-July-2022;15-July-2022;16-July-2022;17-July-2022;18-July-2022;19-July-2022;20-July-2022;21-July-2022;22-July-2022;23-July-2022;24-July-2022;25-July-2022;26-July-2022;27-July-2022;28-July-2022;29-July-2022;30-July-2022;31-July-2022;01-August-2022;02-August-2022;03-August-2022;04-August-2022;05-August-2022;06-August-2022;07-August-2022;08-August-2022;09-August-2022;10-August-2022;11-August-2022;12-August-2022;13-August-2022;14-August-2022;15-August-2022;16-August-2022;17-August-2022;18-August-2022
16803;Чехол книжка-подставка Smart Case для iPad 9.7, красный;149314896;7432141949932;SSY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;0;2;0;1;0;0;0;2;1;1;0;0;3;3;1;2;0;2;0;0;0;1;2;1;3;1;1;1;2;2;4;0;2;0;0;0;1;2;2;3;4;1;3;1;5;1;2;5;1;3;1;2;2;3;7;9;7;5;5;4;5;2;0;2;4;0;3;2;6;1;0;4;2;3;0;1;5;3;0;0;0;2;2;1;0;2;2;0;3;0;3;1;0;2;2;0;3;2;0;1;0;0;1;1;2;1;4;1;3;2;2;5;0;2;0;0;0;0;1;3;1;1;0;1;1;0;0;0;1;1;2;5;2;0;2;1;2;3;2;0;5;2;3;3;1;1;0;2;4;3;0;1;5;3;5;8;2;3;4;2;1;7;5;3;1;3;4;3;4;2;1;2;2;0;4;0;4;2;0;1;0;3;2;2;2;3;5;0;1;1;3;0;1;2;2;1;0;1;2;1;0;2;0;1;1;0;1;2;0;1;1;2;2;2;2;1;1;1;2;0;0;0;1;1;3;4;2;1;2;1;1;3;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;3
18309;Чехол для Apple AirPods 2 с карабином , черный;149314939;7432141050065;SSY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;2;1;2;0;0;0;1;1;0;0;1;1;1;1;0;1;3;0;0;2;0;1;0;1;3;0;1;2;1;1;3;1;4;2;2;1;1;2;4;3;8;4;5;5;3;4;2;3;5;8;9;2;4;3;9;8;12;11;9;11;13;14;17;6;1;0;0;0;1;6;7;6;6;9;9;14;15;10;16;4;12;12;12;11;11;16;8;11;10;10;9;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;17;21;22;14;7;5;16;6;10;12;13;8;14;14;13;13;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;8;8;5;4;10;4;6;3;3;14;6;6;11;8;9;11;11;10;7;10;7;14;14;11;20;23;16;20;14;6;4;1;10;8;9;10;15;8;3;5;12;14;10;13;9;10;6;9;5;17;12;8;4;10;5;11;18;5;6;9;3;8;7;1;2;1;2;2;1;1;0;1;1;0;0;0;1;1;0;2;1;0;1;1;0;1;2;1;6;0;1;0;1;2;3;1;2;6;4;3;4;2;1;3;4;1;3;1;1;4;2;0;4;3;3;2;1;2;4;3;3;3;1;0;2;3;1;5;5;10;7;4;6;10;12;5;3;7;10;3;5;4;1;4;5;6;3;3;10;6;4;1;0;4;8;6;6;0;1;8;3;4;4;2;3;5;5;6;7;5;3;5;0;7;1;5;6;6;7;7;7;4;6;8;6;9;10;7;9;7;11;9;9;0;1;10;9;7;12;12;13;11;13;13;17;13;17
18308;Чехол для Apple AirPods 2 с карабином , голубой;149314941;7432141050058;SSY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;0;1;0;4;3;1;1;1;0;5;4;2;1;2;1;3;3;2;3;5;0;2;1;4;1;5;10;0;4;2;6;1;0;1;2;1;1;4;1;4;2;2;3;3;3;4;2;3;4;3;3;4;2;2;2;8;5;9;5;8;2;3;5;0;5;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;5;7;9;5;0;4;4;3;0;2;5;4;2;4;2;14;15;22;5;4;2;1;3;5;4;6;10;3;4;8;7;7;3;13;4;5;9;5;6;9;10;11;6;8;12;7;5;6;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9;0;3;2;2;1;4;1;1;6;3;1;4;2;3;3;7;6;9;5;3;5;4;5;4;10;5;5;3;5;3;3;5;6;4;4;4;3;5;1;2;3;1;3;5;5;3;1;4;5;2;5;3;3;2;4;5;2;4;6;6;7;9;11;5;9;12;4;6;10;2;6;4;6;9;4;3;1;1;4;2;5;1;5;1;1;1;4;3;3;0;1;1;2;5;0;3;0;1;3;3;4;1;1;5;1;2;4;1;0;2;3;2;5;3;2;3;1;1;2;1;1;0;2;2;5;2;1;0;0;2;0;1;2;1;0;0;1;1;4;0;0;4;2;1;1;2;0;1;4;2;5;2;2;1;2;0;1;2;0;1;1;0;2;1;5;5;4;1;3;0;0;3;2;2;2;1;0;1;1;0;1;0;1;4;0;0;3;0;0;1;1;0;0;0;0;2;0;1;2;0;0;1;2;1;1;1;0
18307;Чехол для Apple AirPods 2 с карабином, фиалка;149295199;7432141649689;SSY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;1;5;0;0;1;1;0;2;0;1;0;1;0;1;2;1;3;3;1;3;0;0;3;2;2;0;3;6;5;4;7;8;2;7;6;6;3;5;5;6;6;8;3;7;3;5;3;9;7;4;6;5;6;5;6;11;12;5;8;6;5;6;11;4;2;8;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;12;12;16;10;10;7;11;11;7;11;10;17;15;10;32;42;26;37;1;1;0;0;0;0;4;7;5;10;8;5;7;2;8;8;6;6;7;6;6;14;10;7;6;6;7;6;8;12;5;13;6;20;15;15;12;12;7;7;7;6;15;5;6;11;8;6;6;10;9;8;7;8;5;8;5;6;2;7;4;8;4;5;3;7;11;6;3;7;10;5;5;7;11;10;6;7;14;8;12;9;6;16;11;6;5;4;5;7;7;9;2;3;2;6;4;8;13;4;5;4;6;9;5;10;6;11;5;6;3;9;7;6;8;8;6;10;10;7;12;9;10;10;12;10;7;8;8;4;8;5;4;0;7;17;3;6;6;4;6;4;1;1;5;1;1;4;4;4;4;3;4;3;4;0;6;4;6;1;5;6;5;4;1;3;1;0;0;5;5;5;4;2;3;1;2;2;5;1;2;4;1;2;1;0;3;5;1;1;0;1;3;1;4;3;8;2;3;2;5;6;7;9;9;12;4;9;4;5;2;2;1;3;3;0;5;2;6;5;2;6;9;4;4;7;6;7;4;3;4;6;2;3;6;3;4;3;8;6;2;0;3;0;3;3;5;6;3;4;5;5;4;0;12;9;9;7;1;5;5;3;6
18306;Чехол для Apple AirPods 2 с карабином, марковный;149459576;7432141649672;SSY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;3;0;2;1;2;0;3;0;1;0;0;0;2;0;1;1;0;1;0;1;1;1;0;2;0;1;2;2;3;1;2;3;3;1;1;3;4;2;1;2;3;2;1;4;1;1;0;4;2;7;2;2;3;5;7;3;5;9;6;5;5;4;6;1;4;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;1;1;2;2;2;2;0;3;1;4;3;3;1;4;1;0;4;4;5;3;1;3;4;3;0;2;3;1;2;11;10;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;2;1;3;0;1;0;1;3;1;0;3;2;1;0;0;1;0;2;1;2;0;2;3;5;4;1;2;0;0;1;2;0;1;0;1;2;1;2;1;1;1;1;0;1;0;0;0;1;0;3;0;1;3;0;2;2;3;3;1;3;3;5;1;7;2;3;4;3;4;0;2;1;2;0;3;2;2;2;1;1;3;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;2;0;0;1;1;0;1;0;1;0;1;1;1;1;1;0;0;1;0;0;4;1;0;0;1;3;1;2;1;2;0;0;0;0;0;1;1;1;1;2;0;2;0;2;1;0;0;0;1;1;2;0;2;0;0;0;0;3;0;0;0;0;1;0;0;1;0;0;2;1;2;0;0;0;2;2;1;1;1;1;1;2;0;2;2
18305;Чехол для Apple AirPods 2 с карабином, желтый;149295197;7432141649665;SSY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;2;2;1;0;0;1;2;0;0;0;2;0;0;1;0;1;0;0;1;1;0;3;0;0;0;3;2;3;4;0;0;0;2;0;5;4;1;2;1;2;1;2;3;0;3;1;3;1;1;1;1;2;4;3;3;2;3;0;3;3;5;5;3;4;5;8;4;3;3;3;6;3;3;9;8;4;0;0;0;0;2;2;5;4;1;4;7;11;2;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;4;4;0;2;3;1;3;1;4;2;2;1;4;8;6;7;4;4;2;1;2;2;2;4;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;2;0;0;0;1;0;1;0;1;1;0;1;1;0;0;0;0;1;1;0;2;0;2;1;2;2;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;2;0;0;0;0;0;0;3;1;1;1;1;2;1;3;3;0;3;0;0;1;2;1;2;1;2;0;1;0;1;1;2;2;5;1;0;1;3;2;0;1;0;1;1;3;1;2;1;2;1;4;0;2;5;5;1;5;6;2;2;3;1;2;3;1;1;3;3;2;3;0;1;0;1;0;0;0;0;0;0;2;1;0;0;0;0;1;1;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;2;0;2;1;0;2;1;1;0;1;1;1;1;2;1;1;0;0;0;0;1;2;1;1;0;4;1;4;2;0;1;1;0;2;1;0;1;0;0;1;2;0;1;1;1;0;2;0;1;1;1;0;1;3;2;0;1;0;0;1;1;1;0;2;0;2;0;2;3;1;1;1;1;2;2;3;1;3;1;0;1;4;1;4;1
18304;Чехол для Apple AirPods 2 с карабином, розовый;149295198;7432141649658;SSY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;5;2;2;3;2;5;2;2;1;1;0;2;1;2;3;2;2;5;4;5;8;1;4;8;3;4;4;1;3;6;1;2;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;1;1;4;3;5;1;4;4;5;2;2;2;5;4;2;1;4;9;6;4;7;4;1;1;1;4;4;3;5;4;2;2;3;4;2;5;4;4;3;3;4;8;4;5;6;5;1;4;7;7;1;1;1;7;6;9;4;2;3;2;6;5;4;5;3;2;6;5;3;6;3;3;4;3;6;6;2;2;1;2;1;1;3;2;3;3;0;1;1;2;4;1;3;5;3;3;2;3;6;6;9;2;1;4;1;3;2;1;1;5;3;3;3;2;3;3;5;3;4;3;3;1;4;2;3;2;4;1;3;5;6;6;4;2;3;1;1;5;2;4;6;3;4;3;4;3;7;3;3;6;0;4;1;0;4;2;0;2;1;3;0;2;0;1;1;2;2;0;1;0;2;1;2;1;1;1;0;0;1;1;0;1;0;2;3;1;1;2;2;1;0;2;2;0;2;1;2;1;0;1;1;1;2;1;2;1;1;4;3;2;4;2;1;2;8;4;4;3;3;3;3;0;4;1;0;1;4;1;1;3;2;6;2;2;1;2;4;4;3;1;2;3;2;0;5;2;0;1;5;1;3;2;5;2;3;2;2;3;5;6;1;3;3;4;2;2;1;5;2;4;3;4;4;5;6;6;4;2;7;7;2;5;6
18301;Чехол для Apple AirPods 2 с карабином, белый;149295115;7432141649603;SSY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;1;1;1;0;0;0;1;0;3;1;4;2;4;1;1;0;1;2;2;1;3;1;3;0;1;0;1;1;1;1;4;2;1;0;1;1;0;2;2;6;2;4;2;2;5;2;4;5;2;2;2;6;4;1;4;2;1;3;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;4;2;0;0;2;0;4;2;0;2;0;3;2;4;2;6;6;11;4;3;1;3;0;3;2;4;6;5;3;2;6;5;4;11;11;5;7;5;4;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;5;3;4;2;3;0;2;1;3;1;1;2;1;2;0;0;5;1;0;0;0;1;2;2;2;2;0;3;1;0;0;2;1;4;0;2;1;2;0;0;1;0;2;1;2;1;1;1;0;1;0;2;1;1;3;4;1;3;4;3;3;2;2;2;1;2;4;1;1;4;7;1;2;4;4;1;5;1;1;3;1;0;0;0;3;0;0;0;0;0;1;1;0;0;0;1;0;0;4;0;1;1;1;1;1;0;0;0;0;1;0;1;0;1;0;1;1;1;0;0;1;0;0;1;1;0;1;2;2;1;1;0;4;4;2;0;0;0;0;2;0;1;1;1;1;0;0;3;3;2;0;0;2;1;1;0;1;0;0;2;1;1;2;0;1;1;0;0;2;0;1;0;0;0;0;1;0;1;0;0;0;1;2;0;0;0;1;2;0;1;3;1;0;0;1;2;2;0;2;1;0;0;3;2;3;2
18901;Магнитный держатель для телефона на воздуховод, светло-серый;149314932;7432141949963;SSY;0;0;0;0;11;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;2;2;1;0;4;5;5;9;8;7;20;8;11;11;11;12;10;12;10;9;6;11;10;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;6;8;8;10;9;6;7;23;15;21;41;11;0;10;26;31;44;30;5;16;9;17;9;12;4;15;6;9;17;13;13;14;8;15;10;17;6;17;7;11;13;9;17;7;5;6;5;12;5;12;6;2;4;0;4;6;12;2;1;1;4;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;1;6;11;9;4;3;2;2;3;2;0;0;0;0;1;0;6;2;3;2;0;1;0;2;2;2;3;5;1;4;5;1;9;6;2;2;3;7;2;1;1;3;1;6;1;7;3;5;1;1;0;1;4;1;1;2;6;3;2;1;2;0;5;8;2;2;1;1;4;1;1;2;1;0;1;2;0;2;0;0;0;0;0;0;1;2;1;0;1;3;1;2;1;1;1;3;1;7;8;10;3;3;2;1;1;2;1;1;4;2;4;1;3;2;3;1;0;1;3;2;1;0;2;1;1;0;1;2;0;0;2;1;0;2;0;0;2;3;3;2;0;0;1;0;2;0;0;1;1;1;0;0;1;2;1;1;2;0;1;1;1;3;2;1;1;2;0;3;2;3;0;3;5;1;3;2;0;1;0;1;0;1;2;2;1;0;2;0;0;0;2;2;2;1;0;1;2;3;6;5;13;11;12;8;9;7;7;3;12;8;10;9;7;8;9;13;9;8;16;5;7;10;14;16;8;7;7;6;2;6;6;2;3;7;2;0;2;5;2;3;0;2;6;2;3;2;4;2;5;3;0;3;3;2;2;0;0;2;2;4;3;3;4;7;6;8;6;5;3;3;4;5;8;9;5;5;5;4;6;8;2;3
18902;Магнитный держатель для телефона на воздуховод, черный;149298859;7432141949970;SSY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;3;4;6;5;3;8;7;4;0;0;1;9;6;2;2;3;2;10;10;17;12;14;4;11;3;8;10;9;11;12;7;20;16;16;14;10;7;10;13;9;9;5;7;10;13;14;12;12;17;9;7;7;8;7;5;11;17;6;8;9;9;8;5;3;3;8;3;7;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;1;1;4;4;0;5;2;1;0;2;0;2;1;0;1;1;1;7;10;10;10;4;8;8;10;7;6;1;9;6;13;14;6;8;12;18;13;10;8;10;7;8;4;11;9;8;13;12;6;8;2;6;2;3;5;5;2;5;4;3;4;4;9;9;9;5;5;1;7;3;3;3;2;6;2;6;8;2;4;2;1;4;3;3;5;2;1;3;2;2;3;0;4;0;3;5;9;5;23;48;45;37;7;4;4;11;5;5;5;7;6;3;11;3;4;2;4;3;1;2;3;2;2;0;2;2;2;0;1;1;3;1;1;1;4;1;4;1;4;3;3;1;1;2;4;0;1;0;1;2;0;0;0;1;1;1;1;1;0;0;0;3;0;1;3;1;2;1;3;4;2;4;3;2;5;1;1;7;3;2;0;0;2;0;1;2;3;1;2;5;3;6;1;1;2;1;0;1;1;3;0;1;1;2;1;1;2;2;10;13;7;7;5;11;1;10;4;7;10;16;9;17;15;14;23;21;31;14;7;6;11;3;4;4;4;1;4;5;2;1;2;3;3;3;5;6;3;2;5;1;6;0;4;5;4;2;1;1;3;0;3;1;5;4;7;2;9;9;4;3;3;0;2;6;4;3;4;3;1;3;2;0;5
